Target relationship: chronotype_desync -> cluster
Model Formula: Formula(cluster ~ age + chronotype_desync + patient_chronotype + sex + sri + (1|id))

                        mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
1|id[2, 905]          -0.146  0.651  -1.363    1.083      0.005    0.008  15853.277  5293.715  1.000
1|id[2, 906]           0.909  0.536  -0.123    1.884      0.004    0.007  16558.013  6051.700  1.001
1|id[2, 908]           0.257  0.608  -0.887    1.398      0.005    0.008  16613.486  4980.087  1.000
1|id[2, 910]          -0.314  0.712  -1.664    0.984      0.006    0.010  16240.581  4968.730  1.002
1|id[2, 920]          -0.052  0.659  -1.368    1.128      0.005    0.008  16188.739  5691.761  1.000
1|id[2, 921]           0.440  0.595  -0.712    1.528      0.005    0.008  15697.827  6065.862  1.001
1|id[2, 922]           0.573  0.600  -0.516    1.765      0.005    0.008  15671.949  5558.181  1.001
1|id[2, 923]           0.235  0.647  -1.015    1.419      0.005    0.008  15389.568  5288.632  1.000
1|id[2, 932]          -0.501  0.694  -1.825    0.771      0.005    0.009  16753.681  5835.921  1.000
1|id[2, 933]          -0.220  0.627  -1.449    0.912      0.005    0.008  19070.915  5672.644  1.002
1|id[2, 934]           1.056  0.576  -0.048    2.136      0.005    0.008  14479.240  5700.467  1.003
1|id[2, 935]          -0.057  0.675  -1.363    1.168      0.005    0.009  16369.358  5711.484  1.001
1|id[2, 936]           0.204  0.705  -1.105    1.522      0.006    0.010  16057.818  5333.222  1.002
1|id[2, 937]           0.605  0.680  -0.685    1.883      0.005    0.009  15614.916  5296.688  1.001
1|id[2, 938]           0.565  0.617  -0.641    1.696      0.005    0.008  14357.943  6045.409  1.001
1|id[2, 939]           0.493  0.697  -0.834    1.777      0.005    0.009  16480.387  5728.494  1.001
1|id[2, 940]          -0.112  0.668  -1.389    1.129      0.005    0.009  15248.322  5921.511  1.000
1|id[2, 941]           1.383  0.580   0.339    2.482      0.005    0.008  15765.015  5409.284  1.002
1|id[2, 942]          -0.060  0.602  -1.222    1.038      0.005    0.008  17033.012  5931.530  1.001
1|id[2, 944]          -0.197  0.631  -1.361    0.987      0.005    0.008  15943.120  6033.265  1.002
1|id[2, 945]           0.131  0.621  -1.076    1.238      0.005    0.008  15831.454  6203.094  1.000
1|id[2, 946]          -0.102  0.591  -1.169    1.030      0.005    0.008  16249.886  5772.183  1.000
1|id[2, 947]          -0.095  0.664  -1.323    1.159      0.005    0.009  16223.125  5921.533  1.000
1|id[2, 948]          -0.220  0.647  -1.458    0.989      0.005    0.008  16302.230  5841.395  1.001
1|id[2, 949]          -0.336  0.642  -1.618    0.815      0.005    0.009  16453.268  5545.833  1.001
1|id[2, 953]           1.116  0.608  -0.039    2.209      0.005    0.008  16607.118  5800.612  1.002
1|id[2, 958]           0.019  0.607  -1.143    1.144      0.005    0.008  14565.784  5927.125  1.002
1|id[2, 959]          -0.249  0.614  -1.448    0.847      0.005    0.009  16731.085  5640.377  1.001
1|id[2, 961]           0.798  0.619  -0.364    1.975      0.005    0.008  13821.334  6101.322  1.000
1|id[2, 965]          -0.398  0.707  -1.703    0.960      0.005    0.009  17618.135  5604.152  1.001
1|id[2, 966]          -0.696  0.654  -1.894    0.531      0.005    0.008  14758.706  5673.689  1.001
1|id[2, 967]           0.081  0.687  -1.135    1.415      0.005    0.008  17976.919  6371.235  1.001
1|id[2, 968]           0.533  0.628  -0.632    1.718      0.005    0.008  14215.641  6021.863  1.000
1|id[2, 970]           0.146  0.620  -1.057    1.265      0.005    0.007  13544.500  6273.795  1.001
1|id[2, 971]          -0.695  0.659  -1.904    0.543      0.005    0.008  16649.241  5975.944  1.000
1|id[2, 973]           0.850  0.609  -0.323    1.950      0.005    0.007  15190.724  6426.403  1.000
1|id[2, 977]          -0.263  0.580  -1.348    0.810      0.005    0.008  14912.233  5587.504  1.000
1|id[2, 980]          -0.143  0.639  -1.371    1.043      0.005    0.008  16533.257  5827.228  1.002
1|id[2, 981]           0.230  0.626  -0.932    1.432      0.005    0.008  15063.949  6053.771  1.000
1|id[2, 989]          -0.000  0.591  -1.153    1.066      0.005    0.008  15720.990  5552.783  1.001
1|id[2, 990]          -0.117  0.642  -1.282    1.113      0.005    0.008  18234.917  5796.406  1.002
1|id[2, 991]           0.042  0.607  -1.116    1.176      0.005    0.008  15744.518  5824.751  1.001
1|id[2, 995]          -0.175  0.642  -1.353    1.061      0.005    0.008  17694.829  5861.977  1.000
1|id[2, 996]           0.198  0.711  -1.144    1.506      0.005    0.010  17443.207  5912.210  1.000
1|id[2, 997]           0.717  0.654  -0.507    1.947      0.005    0.009  16814.422  5662.163  1.000
1|id[2, 1003]         -0.121  0.633  -1.250    1.120      0.005    0.008  15300.755  5812.198  1.000
1|id[2, 1004]          0.311  0.631  -0.832    1.518      0.005    0.008  15932.283  5639.798  1.001
1|id[2, 1006]         -0.263  0.648  -1.540    0.898      0.005    0.008  16053.995  5613.442  1.000
1|id[2, 1013]         -0.440  0.693  -1.754    0.842      0.005    0.010  16445.855  5549.597  1.001
1|id[2, 1015]         -0.407  0.709  -1.779    0.900      0.006    0.009  16660.019  6059.228  1.001
1|id[2, 1034]         -0.121  0.661  -1.399    1.058      0.005    0.009  15338.484  5708.525  1.000
1|id[2, 1036]          0.293  0.642  -0.905    1.509      0.005    0.009  15224.426  5449.314  1.001
1|id[2, 1037]          0.782  0.566  -0.236    1.895      0.004    0.007  16232.290  5545.307  1.000
1|id[2, 1038]          0.424  0.655  -0.756    1.708      0.005    0.008  16198.355  6068.006  1.000
1|id[2, 1039]          0.593  0.620  -0.586    1.736      0.006    0.008  12491.919  5946.811  1.000
1|id[2, 1040]          0.176  0.618  -0.970    1.351      0.005    0.007  13782.360  6615.191  1.000
1|id[2, 1041]         -0.304  0.635  -1.501    0.894      0.005    0.008  14930.078  5333.595  1.001
1|id[2, 1042]         -0.224  0.741  -1.682    1.102      0.006    0.010  16611.472  5626.953  1.000
1|id[2, 1043]         -0.598  0.660  -1.816    0.660      0.005    0.009  17828.998  5653.443  1.001
1|id[2, 1044]          0.204  0.630  -1.017    1.350      0.005    0.008  15047.724  5448.277  1.000
1|id[2, 1045]          0.320  0.630  -0.906    1.422      0.005    0.008  14380.506  5995.903  1.002
1|id[2, 1047]          1.064  0.590  -0.045    2.174      0.005    0.007  14979.753  5720.669  1.000
1|id[2, 1049]         -0.632  0.663  -1.881    0.619      0.005    0.008  16484.845  5642.542  1.000
1|id[2, 1050]          0.143  0.619  -0.956    1.379      0.005    0.008  15012.273  5726.922  1.000
1|id[2, 1052]          0.311  0.588  -0.792    1.422      0.005    0.007  15595.793  5989.319  1.000
1|id[2, 1055]          0.167  0.632  -1.039    1.314      0.005    0.009  14396.537  5840.901  1.001
1|id[2, 1059]          0.064  0.598  -1.090    1.164      0.005    0.008  16084.591  5656.651  1.000
1|id[2, 1060]          0.064  0.614  -1.090    1.221      0.005    0.008  16617.883  6308.829  1.002
1|id[2, 1061]          0.661  0.597  -0.433    1.769      0.005    0.008  16697.071  5697.069  1.000
1|id[2, 1081]         -0.560  0.683  -1.845    0.709      0.006    0.009  15258.207  5625.460  1.000
1|id[2, 1089]          0.182  0.639  -1.023    1.402      0.005    0.008  13705.880  5626.814  1.000
1|id[2, 1100]         -0.371  0.719  -1.715    0.998      0.006    0.010  16908.515  5115.309  1.002
1|id[2, 1105]         -0.239  0.651  -1.451    1.001      0.005    0.009  16280.082  5527.115  1.001
1|id[2, 1106]         -0.368  0.719  -1.659    1.035      0.005    0.009  19405.061  5739.396  1.000
1|id[2, 1113]          0.032  0.620  -1.193    1.127      0.005    0.007  17297.377  6438.321  1.000
1|id[2, 1126]         -0.480  0.621  -1.655    0.687      0.005    0.008  14888.060  5945.241  1.001
1|id[2, 1132]         -0.089  0.653  -1.328    1.121      0.005    0.009  14459.934  5964.639  1.001
1|id[2, 1140]         -0.395  0.716  -1.738    0.948      0.006    0.010  13383.006  5328.942  1.002
1|id[2, 1141]          0.127  0.593  -0.980    1.220      0.005    0.007  15205.947  5868.372  1.002
1|id[2, 1149]          0.007  0.667  -1.288    1.234      0.005    0.009  17505.460  5754.162  1.000
1|id[2, 1150]         -0.375  0.702  -1.705    0.915      0.005    0.009  18203.229  5667.061  1.001
1|id[2, 1152]          0.206  0.610  -0.938    1.354      0.005    0.008  16618.036  6015.092  1.001
1|id[2, 1153]          0.342  0.622  -0.806    1.495      0.005    0.008  16615.907  6104.159  1.001
1|id[2, 1154]          0.240  0.646  -0.997    1.389      0.005    0.008  17668.742  5998.694  1.000
1|id[2, 1156]          0.494  0.608  -0.647    1.635      0.005    0.008  17010.925  5504.252  1.000
1|id[2, 1169]          0.010  0.673  -1.209    1.318      0.005    0.009  15998.381  5498.539  1.000
1|id[2, 1170]         -0.338  0.627  -1.552    0.795      0.005    0.008  16812.071  5480.632  1.000
1|id[2, 1173]         -0.560  0.671  -1.854    0.673      0.005    0.009  16622.719  5559.280  1.001
1|id[2, 1176]         -0.582  0.676  -1.873    0.683      0.005    0.009  16218.160  5231.794  1.004
1|id[2, 1177]         -0.839  0.619  -1.993    0.320      0.005    0.008  15030.447  5596.715  1.003
1|id[2, 1178]         -0.120  0.750  -1.572    1.252      0.006    0.009  16919.308  5687.782  1.000
1|id[2, 1181]         -0.003  0.657  -1.229    1.227      0.006    0.009  14391.981  5054.897  1.001
1|id[2, 1182]         -0.283  0.725  -1.656    1.024      0.006    0.010  15705.278  5218.684  1.001
1|id[2, 1187]          0.661  0.573  -0.396    1.720      0.005    0.007  13217.069  6233.070  1.001
1|id[2, 1188]          0.099  0.676  -1.207    1.315      0.005    0.008  16056.574  5397.553  1.000
1|id[2, 1189]          0.729  0.633  -0.466    1.915      0.005    0.008  14894.966  6014.357  1.000
1|id[2, 1191]         -0.445  0.678  -1.745    0.776      0.005    0.009  15994.091  6131.265  1.001
1|id[2, 1192]         -0.087  0.627  -1.283    1.062      0.005    0.008  17261.026  5858.097  1.000
1|id[2, 1196]         -0.732  0.649  -1.963    0.451      0.005    0.009  15214.306  5654.154  1.001
1|id[2, 1200]         -0.683  0.677  -2.000    0.568      0.006    0.009  15293.094  4902.671  1.001
1|id[2, 1212]          0.140  0.628  -1.021    1.313      0.005    0.008  15483.097  6121.495  1.000
1|id[2, 1215]          0.251  0.731  -1.093    1.643      0.006    0.010  16511.071  5618.236  1.001
1|id[2, 1221]          0.179  0.697  -1.150    1.465      0.005    0.009  17435.903  5972.726  1.001
1|id[2, 1222]          0.726  0.607  -0.424    1.851      0.005    0.008  15247.818  5190.616  1.000
1|id[2, 1231]          1.287  0.598   0.131    2.373      0.005    0.007  14788.229  5900.783  1.002
1|id[2, 1234]         -0.518  0.682  -1.772    0.797      0.005    0.010  15994.831  4990.945  1.001
1|id[2, 1235]         -0.534  0.693  -1.838    0.763      0.006    0.009  15668.414  5721.275  1.000
1|id[2, 1237]          0.502  0.617  -0.680    1.666      0.005    0.007  13208.945  6142.570  1.000
1|id[2, 1239]         -0.508  0.672  -1.734    0.797      0.005    0.009  17467.207  5505.291  1.001
1|id[2, 1257]          0.286  0.587  -0.808    1.391      0.004    0.008  17462.973  5230.437  1.001
1|id[2, 1265]         -0.125  0.640  -1.405    1.009      0.005    0.008  15419.031  6442.488  1.000
1|id[2, 1267]          0.024  0.609  -1.132    1.160      0.005    0.008  14935.355  5077.794  1.001
1|id[2, 1276]          0.670  0.525  -0.305    1.642      0.004    0.007  15593.061  5871.217  1.000
1|id[2, 1277]          0.791  0.549  -0.154    1.879      0.005    0.007  14690.877  6043.837  1.001
1|id[2, 1294]         -0.691  0.645  -1.893    0.518      0.005    0.008  14909.871  6216.806  1.001
1|id[2, 1296]         -0.509  0.610  -1.640    0.636      0.005    0.008  14439.548  5886.546  1.000
1|id[2, 1298]         -0.658  0.656  -1.842    0.585      0.005    0.008  15262.871  5213.086  1.000
1|id[2, 1299]         -0.639  0.664  -1.857    0.600      0.005    0.009  16243.460  5751.755  1.000
1|id[2, 1300]         -0.031  0.659  -1.251    1.195      0.005    0.009  17088.244  5509.606  1.002
1|id[2, 1303]          0.129  0.601  -0.943    1.330      0.005    0.007  17019.413  5954.985  1.001
1|id[2, 1305]          0.236  0.633  -0.939    1.426      0.005    0.008  14388.112  5611.692  1.001
1|id[2, 1306]         -0.306  0.727  -1.620    1.128      0.006    0.010  16355.370  4899.436  1.000
1|id[2, 1307]          0.235  0.640  -0.972    1.427      0.005    0.007  13955.495  6323.569  1.000
1|id[2, 1308]         -0.260  0.626  -1.457    0.888      0.005    0.009  17688.679  5054.836  1.001
1|id[2, 1309]          0.225  0.575  -0.834    1.331      0.004    0.008  17517.777  5443.936  1.001
1|id[2, 1313]          0.229  0.639  -0.958    1.410      0.005    0.008  16825.470  6136.801  1.000
1|id[2, 1317]         -0.207  0.592  -1.322    0.941      0.005    0.007  16773.773  5910.600  1.002
1|id[2, 1318]         -0.145  0.649  -1.397    1.016      0.005    0.008  16519.810  6044.524  1.000
1|id[2, 1328]          1.168  0.594   0.086    2.296      0.005    0.008  13251.737  5899.833  1.000
1|id[2, 1329]         -0.453  0.677  -1.749    0.821      0.006    0.010  14085.117  5233.012  1.001
1|id[2, 1331]         -0.759  0.642  -1.939    0.453      0.005    0.009  16279.350  5737.292  1.001
1|id[2, 1332]         -0.231  0.648  -1.473    0.940      0.005    0.008  15687.731  5927.566  1.002
1|id[2, 1339]          0.811  0.580  -0.239    1.915      0.005    0.007  14053.652  5495.831  1.001
1|id[2, 1340]         -0.292  0.620  -1.417    0.920      0.005    0.008  15005.680  5857.924  1.000
1|id[2, 1345]          0.068  0.592  -0.999    1.177      0.004    0.008  17466.467  5270.597  1.001
1|id[2, 1346]         -0.784  0.636  -2.005    0.353      0.005    0.008  16277.053  5781.633  1.001
1|id[2, 1348]          0.214  0.712  -1.106    1.539      0.005    0.009  19178.782  5696.979  1.001
1|id[2, 1349]          0.111  0.706  -1.249    1.407      0.005    0.011  17724.628  4617.547  1.001
1|id[2, 1352]         -0.433  0.688  -1.733    0.842      0.006    0.009  15646.263  5964.328  1.001
1|id[2, 1353]          0.031  0.690  -1.279    1.323      0.006    0.010  15284.508  5361.176  1.001
1|id[2, 1354]         -0.627  0.661  -1.928    0.572      0.005    0.009  16720.664  5712.762  1.001
1|id[2, 1355]         -0.644  0.651  -1.849    0.617      0.005    0.008  15257.274  5969.045  1.000
1|id[2, 1356]         -0.433  0.590  -1.543    0.680      0.005    0.007  16762.576  5738.765  1.000
1|id[2, 1357]          0.405  0.609  -0.780    1.493      0.005    0.007  15780.486  6462.817  1.001
1|id[2, 1360]         -0.461  0.687  -1.755    0.808      0.006    0.009  14212.878  5062.733  1.001
1|id[2, 1362]         -0.629  0.655  -1.883    0.550      0.005    0.008  16545.834  5494.172  1.001
1|id[2, 1366]          0.070  0.604  -1.073    1.185      0.004    0.008  18675.011  5638.275  1.000
1|id[2, 1368]         -0.661  0.644  -1.877    0.551      0.005    0.009  14246.212  5023.967  1.000
1|id[2, 1369]         -0.461  0.618  -1.626    0.682      0.005    0.008  15367.735  5311.450  1.001
1|id[2, 1370]          0.827  0.601  -0.349    1.894      0.005    0.008  14360.753  6291.703  1.000
1|id[2, 1372]         -0.646  0.654  -1.842    0.572      0.005    0.008  16199.948  6289.006  1.000
1|id[2, 1376]         -0.477  0.616  -1.637    0.663      0.005    0.008  15129.838  5820.623  1.000
1|id[2, 1380]         -0.091  0.600  -1.236    0.997      0.005    0.009  17442.211  6010.767  1.001
1|id[2, 1382]          0.140  0.623  -0.995    1.367      0.005    0.008  15710.491  5554.346  1.000
1|id[2, 1384]         -0.080  0.650  -1.287    1.123      0.006    0.008  13967.111  5785.037  1.001
1|id[2, 1385]         -0.016  0.643  -1.180    1.241      0.005    0.008  16673.222  6452.148  1.001
1|id[2, 1386]         -0.428  0.701  -1.725    0.915      0.006    0.009  15726.711  5686.394  1.000
1|id[2, 1387]         -0.281  0.640  -1.532    0.867      0.005    0.008  16906.221  5569.225  1.001
1|id[2, 1389]         -0.448  0.695  -1.812    0.800      0.006    0.010  15470.921  5248.742  1.000
1|id[2, 1390]         -0.207  0.626  -1.440    0.918      0.005    0.008  14910.929  5866.268  1.001
1|id[2, 1391]          0.006  0.653  -1.207    1.212      0.005    0.008  17808.756  6135.893  1.001
1|id[2, 1393]         -0.123  0.596  -1.241    1.011      0.005    0.008  16271.602  5834.222  1.000
1|id[2, 1420]         -0.530  0.687  -1.785    0.784      0.006    0.008  14959.430  6097.587  1.000
1|id[2, 1421]         -0.237  0.635  -1.480    0.872      0.005    0.008  15820.553  6192.708  1.000
1|id[2, 1422]         -0.259  0.639  -1.509    0.879      0.005    0.008  14692.487  5618.114  1.001
1|id[2, 1424]          0.106  0.617  -1.079    1.244      0.005    0.007  14418.057  5671.653  1.001
1|id[2, 1425]         -0.707  0.654  -1.951    0.510      0.005    0.008  16311.946  5219.048  1.000
1|id[2, 1426]          0.508  0.661  -0.726    1.735      0.005    0.009  16700.211  5718.630  1.001
1|id[2, 1428]         -0.318  0.622  -1.460    0.886      0.005    0.008  14033.040  6092.095  1.000
1|id[2, 1429]          0.711  0.590  -0.355    1.868      0.005    0.008  16487.421  6002.897  1.001
1|id[2, 1431]          0.432  0.670  -0.853    1.659      0.006    0.009  14786.166  5015.232  1.000
1|id[2, 1433]          0.724  0.596  -0.390    1.833      0.005    0.007  14589.774  6076.212  1.001
1|id[2, 1434]         -0.596  0.673  -1.859    0.683      0.005    0.009  15590.750  5851.309  1.000
1|id[2, 1435]         -0.805  0.647  -2.030    0.373      0.005    0.009  14644.658  5328.990  1.000
1|id[2, 1437]          0.064  0.664  -1.156    1.320      0.005    0.009  15100.087  5117.931  1.000
1|id[2, 1443]         -0.102  0.644  -1.341    1.090      0.005    0.008  17779.369  6121.565  1.000
1|id[2, 1447]          0.151  0.618  -1.025    1.291      0.005    0.007  16168.955  5335.385  1.002
1|id[2, 1448]         -0.555  0.580  -1.615    0.534      0.005    0.008  16057.491  5552.191  1.000
1|id[2, 1449]          0.392  0.610  -0.811    1.484      0.005    0.007  15340.964  6357.309  1.000
1|id[2, 1454]          0.950  0.535  -0.069    1.940      0.004    0.007  16054.206  5249.462  1.000
1|id[2, 1456]          0.554  0.631  -0.695    1.700      0.005    0.009  15824.331  5268.343  1.001
1|id[2, 1457]         -0.279  0.641  -1.507    0.888      0.005    0.008  16387.434  5966.915  1.000
1|id[2, 1458]         -0.278  0.623  -1.475    0.901      0.005    0.009  17095.952  5073.825  1.000
1|id[2, 1459]          0.931  0.577  -0.143    2.050      0.005    0.007  14300.447  5722.171  1.001
1|id[2, 1461]          0.482  0.608  -0.599    1.665      0.005    0.008  15693.806  5955.498  1.000
1|id[2, 1462]          0.017  0.586  -1.066    1.164      0.005    0.007  13228.313  5354.805  1.000
1|id[2, 1464]         -0.644  0.653  -1.855    0.620      0.005    0.009  15310.659  5392.847  1.001
1|id[2, 1465]         -0.371  0.698  -1.652    0.929      0.006    0.009  14901.890  5024.566  1.000
1|id[2, 1467]         -0.617  0.664  -1.884    0.610      0.005    0.009  15332.875  5932.450  1.001
1|id[2, 1468]         -0.324  0.620  -1.507    0.794      0.005    0.008  17232.734  6035.111  1.000
1|id[2, 1469]         -0.263  0.645  -1.459    0.990      0.005    0.008  14997.043  6273.834  1.001
1|id[2, 1470]         -0.328  0.647  -1.593    0.852      0.005    0.008  17189.182  6555.320  1.001
1|id[2, 1472]          0.563  0.600  -0.623    1.634      0.005    0.007  17212.948  6063.753  1.001
1|id[2, 1473]          0.567  0.637  -0.630    1.774      0.005    0.009  16895.807  5703.590  1.001
1|id[2, 1476]          0.277  0.589  -0.817    1.400      0.005    0.007  14565.223  5900.056  1.000
1|id[2, 1478]         -0.551  0.609  -1.697    0.560      0.005    0.007  16268.962  6222.572  1.000
1|id[2, 1492]         -0.680  0.633  -1.844    0.521      0.005    0.008  16030.503  5687.798  1.000
1|id[2, 1518]          0.077  0.589  -1.021    1.178      0.005    0.008  15142.392  6159.225  1.001
1|id[2, 1549]         -0.317  0.633  -1.499    0.856      0.005    0.008  17184.466  6052.387  1.001
1|id[2, 1555]         -0.300  0.730  -1.614    1.119      0.006    0.010  15268.114  5501.184  1.000
1|id[2, 1559]          0.110  0.609  -1.018    1.248      0.005    0.007  13154.528  6189.299  1.000
1|id[2, 1560]         -0.035  0.673  -1.240    1.306      0.005    0.009  17294.289  5420.074  1.001
1|id[2, 1561]         -0.641  0.663  -1.827    0.634      0.005    0.009  17860.886  5666.114  1.001
1|id[2, 1563]         -0.367  0.692  -1.690    0.894      0.005    0.009  15985.111  5671.324  1.000
1|id[2, 1564]         -0.619  0.679  -1.849    0.711      0.006    0.009  15436.510  6058.891  1.002
1|id[2, 1565]          0.543  0.615  -0.654    1.682      0.005    0.008  16337.021  5751.670  1.002
1|id[2, 1566]          0.312  0.561  -0.751    1.363      0.005    0.007  13931.256  6358.039  1.000
1|id[2, 1572]          0.805  0.605  -0.315    1.965      0.005    0.008  16141.544  5891.245  1.000
1|id[2, 1574]         -0.361  0.711  -1.631    1.032      0.006    0.010  14364.487  5129.823  1.002
1|id[2, 1577]          0.511  0.595  -0.572    1.674      0.005    0.007  15003.901  5809.512  1.002
1|id[2, 1580]          0.660  0.630  -0.546    1.813      0.005    0.008  14824.406  5823.536  1.001
1|id[2, 1585]         -0.492  0.699  -1.839    0.769      0.006    0.009  15377.219  5841.728  1.001
1|id[2, 1587]         -0.758  0.663  -2.027    0.432      0.006    0.009  14448.723  5902.608  1.002
1|id[2, 1588]         -0.393  0.683  -1.655    0.903      0.005    0.009  16971.533  5989.181  1.000
1|id[2, 1591]         -0.375  0.634  -1.561    0.826      0.005    0.009  14781.204  5201.070  1.001
1|id[2, 1592]          0.373  0.591  -0.771    1.459      0.005    0.008  14602.198  6036.743  1.000
1|id[2, 1593]          0.128  0.688  -1.142    1.449      0.005    0.009  18022.800  5652.517  1.000
1|id[2, 1595]          0.410  0.599  -0.701    1.543      0.004    0.007  18336.679  6314.168  1.001
1|id[2, 1596]          0.388  0.731  -1.005    1.758      0.005    0.009  19979.343  5596.069  1.000
1|id[2, 1597]         -0.524  0.663  -1.786    0.696      0.005    0.009  14664.965  5470.357  1.001
1|id[2, 1598]          0.085  0.609  -1.111    1.178      0.005    0.008  15049.802  5757.409  1.000
1|id[2, 1600]         -0.192  0.622  -1.374    0.950      0.005    0.008  16399.972  6207.231  1.000
1|id[2, 1601]         -0.746  0.654  -1.987    0.437      0.006    0.009  14237.135  5912.246  1.000
1|id[2, 1604]         -0.521  0.674  -1.759    0.801      0.006    0.009  13866.804  5621.380  1.000
1|id[2, 1611]         -0.410  0.717  -1.819    0.872      0.006    0.010  15891.374  5318.716  1.001
1|id[2, 1638]          0.054  0.659  -1.132    1.318      0.005    0.008  15886.935  6060.096  1.002
1|id[2, 1639]          0.901  0.606  -0.245    2.018      0.005    0.008  16139.938  5667.186  1.003
1|id[2, 1640]         -0.294  0.615  -1.395    0.935      0.005    0.007  15180.148  6121.156  1.001
1|id[2, 1641]         -0.415  0.630  -1.586    0.776      0.005    0.008  16742.663  6062.311  1.000
1|id[2, 1642]          0.313  0.591  -0.818    1.388      0.005    0.007  15384.873  6303.628  1.000
1|id[2, 1647]          1.015  0.623  -0.174    2.147      0.005    0.008  14619.878  6253.230  1.000
1|id[2, 1648]         -0.354  0.645  -1.580    0.856      0.006    0.009  13498.917  5867.197  1.000
1|id[2, 1650]         -0.469  0.629  -1.607    0.749      0.005    0.009  18016.091  5790.960  1.000
1|id[2, 1654]         -0.592  0.682  -1.833    0.730      0.006    0.009  14965.949  5455.221  1.001
1|id[2, 1657]         -0.004  0.689  -1.314    1.260      0.005    0.010  16468.068  4990.488  1.001
1|id[2, 1659]         -0.149  0.651  -1.356    1.079      0.006    0.009  13513.076  5307.798  1.001
1|id[2, 1662]          0.383  0.599  -0.734    1.509      0.005    0.007  14791.484  6253.865  1.000
1|id[2, 1678]         -0.145  0.744  -1.544    1.204      0.006    0.009  15666.007  5693.691  1.000
1|id[2, 1679]         -0.470  0.687  -1.786    0.798      0.006    0.009  15175.145  5741.014  1.000
1|id[2, 1684]          0.346  0.670  -0.897    1.624      0.005    0.009  15366.941  5874.525  1.001
1|id[2, 1688]          0.831  0.594  -0.283    1.957      0.005    0.008  15269.402  6197.994  1.000
1|id[2, 1690]         -0.387  0.719  -1.741    0.948      0.006    0.010  16449.722  5495.253  1.001
1|id[2, 1691]         -0.638  0.659  -1.892    0.585      0.005    0.009  15647.058  5535.705  1.001
1|id[2, 1694]         -0.534  0.676  -1.776    0.749      0.005    0.009  16693.796  5138.910  1.000
1|id[2, 1695]         -0.136  0.642  -1.321    1.060      0.005    0.009  15732.561  5859.496  1.000
1|id[2, 1699]          0.465  0.578  -0.626    1.558      0.005    0.008  16768.841  5790.698  1.000
1|id[2, 1700]          0.979  0.577  -0.103    2.057      0.005    0.008  16093.236  5867.572  1.002
1|id[2, 1701]         -0.388  0.605  -1.528    0.752      0.005    0.008  14506.386  5985.798  1.000
1|id[2, 1704]          0.269  0.586  -0.876    1.332      0.005    0.007  15687.570  6368.428  1.000
1|id[2, 1710]         -0.318  0.633  -1.520    0.834      0.005    0.008  16312.539  6298.526  1.001
1|id[2, 1714]         -0.141  0.655  -1.400    1.057      0.005    0.008  16514.675  6153.536  1.000
1|id[2, 1715]          0.249  0.634  -0.921    1.468      0.005    0.008  14060.060  6129.224  1.001
1|id[2, 1716]         -0.071  0.676  -1.366    1.185      0.006    0.009  14558.871  6040.653  1.000
1|id[2, 1717]         -0.172  0.654  -1.391    1.040      0.005    0.009  14966.402  5881.434  1.000
1|id[2, 1718]         -0.083  0.669  -1.304    1.209      0.006    0.009  14866.494  5531.653  1.000
1|id[2, 1719]          0.775  0.629  -0.430    1.932      0.005    0.008  16093.459  5864.601  1.001
1|id[2, 1720]          0.150  0.638  -1.049    1.354      0.005    0.008  15683.533  6176.327  1.001
1|id[2, 1721]         -0.642  0.689  -1.973    0.602      0.006    0.009  14259.727  6023.752  1.000
1|id[2, 1722]         -0.629  0.666  -1.870    0.617      0.005    0.009  16529.259  5914.978  1.000
1|id[2, 1723]          0.167  0.629  -0.994    1.371      0.005    0.008  16082.010  5959.665  1.000
1|id[2, 1724]          0.217  0.657  -0.964    1.493      0.005    0.010  15077.754  5221.497  1.003
1|id[2, 1725]         -0.212  0.658  -1.501    0.989      0.005    0.009  15596.716  5537.877  1.001
1|id[2, 1727]          0.552  0.599  -0.598    1.637      0.005    0.007  16313.857  5699.463  1.001
1|id[2, 1731]         -0.293  0.631  -1.467    0.874      0.005    0.008  15229.826  5288.189  1.001
1|id[2, 1735]         -0.689  0.659  -1.974    0.483      0.005    0.009  15251.629  5587.139  1.000
1|id[2, 1737]         -0.596  0.669  -1.849    0.662      0.005    0.008  17383.368  5670.591  1.000
1|id[2, 1739]         -0.192  0.619  -1.408    0.915      0.005    0.008  16709.326  5640.378  1.000
1|id[2, 1740]         -0.041  0.664  -1.254    1.222      0.005    0.008  17167.297  6046.012  1.001
1|id[2, 1741]          0.760  0.582  -0.276    1.920      0.005    0.007  15059.435  5792.445  1.000
1|id[2, 1742]          0.693  0.637  -0.529    1.887      0.005    0.008  18399.989  5904.200  1.000
1|id[2, 1743]          0.560  0.597  -0.576    1.662      0.005    0.008  16631.115  4963.433  1.002
1|id[2, 1744]         -0.478  0.705  -1.874    0.782      0.005    0.009  17220.525  6050.098  1.001
1|id[2, 1745]         -0.416  0.694  -1.708    0.928      0.005    0.010  17801.680  5434.553  1.001
1|id[2, 1746]          0.287  0.585  -0.845    1.339      0.005    0.008  15362.471  5235.524  1.000
1|id[2, 1747]          0.016  0.672  -1.274    1.252      0.006    0.009  14836.615  5625.546  1.001
