Target relationship: se -> cluster
Model Formula: Formula(cluster ~ abs_chronotype_desync + age + chronotype_desync + se + sfi + sri + waso + (1|id))

                           mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
abs_chronotype_desync[1] -0.139  0.044  -0.219   -0.056      0.000    0.000  13191.520  6718.465  1.001
abs_chronotype_desync[2] -0.072  0.044  -0.154    0.012      0.000    0.000  13123.522  7124.271  1.000
1|id[2, 2464]             0.432  0.653  -0.768    1.677      0.005    0.009  17838.875  5571.511  1.000
1|id[2, 2465]             0.247  0.741  -1.199    1.586      0.005    0.010  18752.777  5523.340  1.000
1|id[2, 2473]            -0.322  0.717  -1.631    1.019      0.006    0.009  15971.073  6358.357  1.000
1|id[2, 2486]            -0.140  0.765  -1.617    1.260      0.006    0.010  16933.383  5584.065  1.001
1|id[2, 2496]             0.747  0.585  -0.338    1.833      0.004    0.008  17261.227  5697.731  1.001
1|id[2, 2497]             0.861  0.591  -0.240    1.984      0.005    0.008  16042.106  6026.733  1.001
1|id[2, 2498]             0.023  0.606  -1.098    1.154      0.005    0.008  16239.807  5571.191  1.000
1|id[2, 2499]             0.573  0.558  -0.499    1.595      0.005    0.008  15358.095  6143.046  1.001
1|id[2, 2502]             0.589  0.576  -0.473    1.699      0.004    0.007  17256.591  5710.383  1.001
1|id[2, 2504]             0.588  0.619  -0.558    1.779      0.005    0.008  15850.388  6140.060  1.001
1|id[2, 2505]            -0.330  0.721  -1.679    0.990      0.005    0.009  18364.188  6052.231  1.001
1|id[2, 2506]            -0.115  0.599  -1.227    1.016      0.005    0.008  16745.553  5028.310  1.001
1|id[2, 2510]             0.479  0.596  -0.603    1.615      0.005    0.008  15117.597  5086.145  1.001
1|id[2, 2511]             0.257  0.636  -0.931    1.451      0.005    0.008  14805.309  6089.685  1.001
1|id[2, 2513]            -0.314  0.624  -1.490    0.854      0.005    0.009  17957.878  5323.969  1.001
1|id[2, 2514]             0.737  0.595  -0.336    1.883      0.005    0.008  17186.331  5903.918  1.001
1|id[2, 2516]            -0.423  0.685  -1.758    0.795      0.005    0.010  17168.173  5484.558  1.002
1|id[2, 2518]             0.820  0.598  -0.302    1.934      0.005    0.007  17162.621  6035.852  1.001
1|id[2, 2521]             0.634  0.623  -0.538    1.804      0.005    0.008  18706.761  5897.908  1.000
1|id[2, 2524]             0.038  0.615  -1.200    1.116      0.005    0.008  16427.409  5476.222  1.000
1|id[2, 2529]             0.039  0.605  -1.125    1.151      0.005    0.008  16611.359  5909.949  1.000
1|id[2, 2533]             0.948  0.567  -0.135    1.971      0.004    0.007  17960.504  5818.880  1.000
1|id[2, 2534]             0.146  0.609  -0.978    1.304      0.005    0.007  16823.567  5988.615  1.002
1|id[2, 2538]             0.032  0.607  -1.088    1.222      0.005    0.008  16504.905  5777.195  1.002
1|id[2, 2539]             0.957  0.568  -0.138    2.007      0.005    0.007  13145.073  6451.185  1.000
1|id[2, 2540]            -0.281  0.639  -1.500    0.925      0.005    0.008  15426.096  6017.597  1.000
1|id[2, 2541]             0.454  0.547  -0.618    1.435      0.004    0.006  16198.013  6650.122  1.002
1|id[2, 2542]             0.798  0.595  -0.325    1.887      0.005    0.009  15720.733  5432.072  1.001
1|id[2, 2546]             0.943  0.579  -0.164    2.027      0.005    0.007  14378.534  6403.102  1.000
1|id[2, 2547]            -0.680  0.664  -1.925    0.583      0.005    0.009  17207.738  5267.206  1.000
1|id[2, 2548]             0.005  0.603  -1.138    1.132      0.005    0.008  17234.901  5266.271  1.001
1|id[2, 2549]             0.638  0.626  -0.540    1.800      0.005    0.009  17272.791  5776.440  1.000
1|id[2, 2550]             0.886  0.655  -0.342    2.123      0.005    0.008  17745.276  5934.886  1.000
1|id[2, 2551]             0.284  0.650  -0.989    1.464      0.005    0.008  18624.847  6016.081  1.002
1|id[2, 2552]             0.375  0.738  -1.014    1.769      0.005    0.010  18718.234  4642.887  1.000
1|id[2, 2554]             0.409  0.600  -0.756    1.510      0.004    0.008  19928.158  5885.672  1.000
1|id[2, 2555]             0.410  0.657  -0.807    1.639      0.005    0.008  19496.357  5752.068  1.001
1|id[2, 2561]             0.530  0.579  -0.605    1.550      0.004    0.007  17773.118  5899.647  1.001
1|id[2, 2562]            -0.435  0.702  -1.691    0.949      0.005    0.009  16672.945  5978.075  1.001
1|id[2, 2563]             0.616  0.649  -0.575    1.883      0.005    0.008  14994.514  5825.733  1.001
1|id[2, 2564]            -0.241  0.638  -1.488    0.920      0.005    0.009  18838.682  5755.174  1.001
1|id[2, 2565]            -0.424  0.678  -1.751    0.841      0.005    0.009  17087.685  5921.079  1.000
1|id[2, 2566]            -0.214  0.667  -1.427    1.092      0.005    0.008  16141.349  6342.070  1.000
1|id[2, 2568]             0.399  0.602  -0.750    1.511      0.005    0.008  16205.599  5623.720  1.000
1|id[2, 2576]            -0.196  0.578  -1.331    0.843      0.005    0.007  16242.673  5857.435  1.000
1|id[2, 2577]             0.249  0.585  -0.830    1.366      0.005    0.007  13538.356  5656.168  1.001
1|id[2, 2584]            -0.765  0.647  -1.998    0.413      0.005    0.009  18086.091  5138.910  1.000
1|id[2, 2586]            -0.087  0.650  -1.272    1.165      0.005    0.008  15742.231  5677.883  1.000
1|id[2, 2587]             0.053  0.602  -1.045    1.244      0.004    0.008  18684.245  5563.061  1.001
1|id[2, 2588]             0.916  0.576  -0.201    1.962      0.004    0.008  17198.393  5543.847  1.001
1|id[2, 2589]             0.927  0.586  -0.172    2.023      0.005    0.007  13805.243  5778.928  1.000
1|id[2, 2590]            -0.629  0.670  -1.889    0.625      0.005    0.010  15405.721  5106.623  1.001
1|id[2, 2591]            -0.016  0.684  -1.278    1.257      0.005    0.008  18258.639  5858.089  1.002
1|id[2, 2592]            -0.550  0.677  -1.825    0.690      0.005    0.008  17739.888  6119.460  1.000
1|id[2, 2593]             0.034  0.680  -1.229    1.343      0.005    0.009  19001.285  5575.776  1.001
1|id[2, 2594]            -0.494  0.674  -1.764    0.757      0.005    0.009  15778.838  5056.443  1.002
1|id[2, 2595]             0.067  0.629  -1.116    1.250      0.005    0.008  16433.856  5438.611  1.001
1|id[2, 2597]            -0.036  0.684  -1.359    1.190      0.005    0.009  18206.557  6211.318  1.001
1|id[2, 2609]             0.192  0.578  -0.880    1.260      0.004    0.008  18341.765  5705.947  1.002
1|id[2, 2615]            -0.168  0.639  -1.407    0.998      0.005    0.008  15223.201  5968.352  1.000
1|id[2, 2616]            -0.155  0.758  -1.557    1.228      0.006    0.010  16592.747  5677.987  1.001
1|id[2, 2617]            -0.065  0.659  -1.241    1.240      0.005    0.009  20356.766  5971.946  1.001
1|id[2, 2618]             0.334  0.641  -0.821    1.557      0.005    0.008  15017.178  5663.448  1.000
1|id[2, 2619]            -0.379  0.687  -1.714    0.863      0.005    0.008  17531.318  5408.682  1.001
1|id[2, 2620]            -0.482  0.617  -1.660    0.647      0.005    0.008  16242.980  5719.552  1.001
1|id[2, 2623]             0.327  0.635  -0.852    1.524      0.005    0.007  16789.718  6518.151  1.001
1|id[2, 2624]            -0.048  0.658  -1.290    1.174      0.005    0.009  19012.527  6024.566  1.000
1|id[2, 2626]            -0.386  0.618  -1.559    0.736      0.005    0.008  16888.462  5224.620  1.000
1|id[2, 2627]            -0.609  0.677  -1.875    0.610      0.005    0.008  17273.516  6408.982  1.000
1|id[2, 2628]            -0.624  0.668  -1.877    0.623      0.005    0.009  18905.402  5514.312  1.000
1|id[2, 2631]             0.634  0.583  -0.450    1.754      0.005    0.007  15888.310  5734.483  1.000
1|id[2, 2632]             0.843  0.606  -0.334    1.947      0.005    0.008  17338.444  5418.437  1.001
1|id[2, 2633]             0.289  0.637  -0.863    1.535      0.005    0.008  15959.565  5923.433  1.000
1|id[2, 2634]            -0.631  0.665  -1.910    0.572      0.005    0.009  17170.932  5459.462  1.002
1|id[2, 2635]            -0.420  0.705  -1.782    0.874      0.006    0.010  15840.645  5583.239  1.000
1|id[2, 2637]            -0.509  0.686  -1.715    0.891      0.005    0.009  18434.837  5887.508  1.000
1|id[2, 2647]            -0.365  0.619  -1.574    0.746      0.005    0.008  16830.757  5734.882  1.000
1|id[2, 2651]             0.173  0.617  -0.966    1.340      0.005    0.008  18664.260  6120.291  1.001
1|id[2, 2652]             0.766  0.605  -0.344    1.911      0.005    0.008  17155.242  5574.698  1.000
1|id[2, 2653]             0.461  0.623  -0.755    1.588      0.005    0.008  18542.567  5487.914  1.000
1|id[2, 2657]            -0.672  0.649  -1.877    0.552      0.005    0.009  17434.629  5802.903  1.000
1|id[2, 2658]            -0.477  0.601  -1.590    0.673      0.005    0.008  17135.303  5310.893  1.000
